Node No,K value,Freequency,Avg pathloss(dB),Avg signal power(dBm),Delay,Packet loss
2,10,1280,46.7605,6.51733,0.146688,277
3,10,1280,49.7756,5.93997,0.146816,274
1,10,1290,0,0,0.169248,321
2,10,1290,48.8224,6.72903,0.15024,275
3,10,1290,49.872,6.008,0.149184,274
1,10,1300,0,0,0.169248,321
2,10,1300,45.8195,6.66145,0.149648,278
3,10,1300,48.891,7.10092,0.15096,275
1,10,1310,0,0,0.169248,321
2,10,1310,48.0246,6.74885,0.149648,276
3,10,1310,47.9374,6.33059,0.15096,276
1,10,1320,0,0,0.169248,321
2,10,1320,46.923,6.58518,0.151552,277
3,10,1320,47.9441,6.05966,0.150832,276
1,10,1330,0,0,0.169248,321
2,10,1330,48.074,6.06988,0.1503032,276
3,10,1330,45.6663,6.14738,0.150896,278
1,10,1340,0,0,0.169248,321
2,10,1340,47.1784,6.72849,0.148,277
3,10,1340,46.9092,6.21867,0.152016,277
1,10,1350,0,0,0.169248,321
2,10,1350,48.3207,6.50047,0.152736,276
3,10,1350,46.9993,7.60309,0.1532,277
1,10,1360,0,0,0.169248,321
2,10,1360,46.097,7.45464,0.153184,277
3,10,1360,47.17,6.2391,0.150832,277
1,10,1370,0,0,0.169248,321
2,10,1370,46.4135,6.58207,0.155632,278
3,10,1370,51.3759,7.055,0.154448,273
1,10,1380,0,0,0.169248,321
2,10,1380,47.318,8.19164,0.156672,277
3,10,1380,48.2435,6.14576,0.154448,276
1,10,1390,0,0,0.169248,321
2,10,1390,48.4557,7.56602,0.155632,276
3,10,1390,48.2181,7.56634,0.155632,277
1,10,1400,0,0,0.169248,321
2,10,1400,47.5293,7.87562,0.153056,277
3,10,1400,48.4087,7.70141,0.156736,276
1,10,1410,0,0,0.169248,321
2,10,1410,45.2171,7.78178,0.154448,279
3,10,1410,47.447,7.50578,0.156672,277
1,10,1420,0,0,0.169248,321
2,10,1420,48.6908,7.93068,0.155104,276
3,10,1420,47.4899,6.85551,0.155024,277
1,10,1430,0,0,0.169248,321
2,10,1430,46.6002,7.10768,0.155104,278
3,10,1430,46.441,6.52304,0.154976,278
1,10,1440,0,0,0.169248,321
2,10,1440,48.8193,7.38149,0.155632,276
3,10,1440,45.2749,6.70434,0.156816,279
1,10,1450,0,0,0.169248,321
2,10,1450,45.4297,6.3782,0.156288,279
3,10,1450,46.5777,7.9163,0.158384,278
1,10,1460,0,0,0.169248,321
2,10,1460,44.3898,7.11669,0.156688,280
3,10,1460,47.7445,7.45303,0.155856,277
1,10,1470,0,0,0.169248,321
2,10,1470,47.9291,7.1067,0.157856,277
3,10,1470,46.6639,7.78686,0.158,278
1,10,1480,0,0,0.169248,321
2,10,1480,46.9089,8.48258,0.15688,278
3,10,1480,43.1254,7.8578,0.159056,281
1,10,1490,0,0,0.169248,321
2,10,1490,43.4376,7.57812,0.158,281
3,10,1490,75.6907,7.62111,0.158528,279
1,10,1500,0,0,0.169248,321
2,10,1500,44.6261,6.91416,0.158,280
3,10,1500,46.9197,8.2445,0.157936,278
1,10,1510,0,0,0.169248,321
2,10,1510,48.2094,7.96193,0.159344,277
3,10,1510,45.7822,7.38662,0.158976,279
1,10,1520,0,0,0.169248,321
2,10,1520,46.0809,7.71275,0.159632,279
3,10,1520,47.0002,7.49882,0.158832,278
1,10,1530,0,0,0.169248,321
2,10,1530,47.2689,7.58798,0.159696,278
3,10,1530,45.9121,7.39222,0.160544,279
1,10,1540,0,0,0.169248,321
2,10,1540,46.0367,8.53567,0.158368,279
3,10,1540,45.9785,7.7432,0.159504,279
1,10,1550,0,0,0.169248,321
2,10,1550,46.1045,7.85064,0.159104,279
3,10,1550,43.5236,8.2281,0.159504,281
1,10,1560,0,0,0.169248,321
2,10,1560,47.36165,8.27511,0.160144,278
3,10,1560,44.9191,8.22306,0.159056,280
1,10,1570,0,0,0.169248,321
2,10,1570,43.8611,8.0853,0.160708,282
3,10,1570,46.1286,7.18087,0.16016,279
1,10,1580,0,0,0.169248,321
2,10,1580,42.6959,7.3963,0.159488,281
3,10,1580,46.3115,8.36019,0.160544,279
1,10,1590,0,0,0.169248,321
2,10,1590,42.6557,7.27881,0.160544,283
3,10,1590,46.2594,7.3545,0.159424,279
1,10,1600,0,0,0.169248,321
2,10,1600,44.0233,7.39304,0.15904,281
3,10,1600,45.1649,8.0729,0.160032,280
1,10,1610,0,0,0.169248,321
2,10,1610,45.2799,7.7253,0.16208,280
3,10,1610,42.6464,7.39107,0.160544,282
1,10,1620,0,0,0.169248,321
2,10,1620,46.5726,8.26704,0.160608,279
3,10,1620,44.073,8.00492,0.161146,281
1,10,1630,0,0,0.169248,321
2,10,1630,47.8372,7.96095,0.161344,278
3,10,1630,45.3064,7.52886,0.160544,280
1,10,1640,0,0,0.169248,321
2,10,1640,46.736,7.44495,0.159632,279
3,10,1640,44.1768,8.22926,0.162332,283
1,10,1650,0,0,0.169248,321
2,10,1650,41.6834,8.66622,0.162192,284
3,10,1650,44.2772,7.5679,0.159696,281
1,10,1660,0,0,0.169248,321
2,10,1660,44.3619,7.2496,0.161216,283
3,10,1660,46.618,7.98347,0.160144,279
1,10,1670,0,0,0.169248,321
2,10,1670,43.1962,7.71833,0.160752,282
3,10,1670,40.3483,8.0075,0.161344,284
1,10,1680,0,0,0.169248,321
2,10,1680,44.4253,7.15968,0.150544,280
3,10,1680,41.8218,8.09331,0.162192,285
1,10,1690,0,0,0.169248,321
2,10,1690,45.8716,8.95971,0.161344,280
3,10,1690,44.4267,8.03814,0.178112,281
1,10,1700,0,0,0.169248,321
2,10,1700,44.5549,7.44683,0.16128,283
3,10,1700,43.2135,8.07424,0.161584,284
1,10,1710,0,0,0.169248,321
2,10,1710,43.4037,8.19478,0.162704,283
3,10,1710,45.8218,8.05969,0.16128,280
1,10,1720,0,0,0.169248,321
2,10,1720,48.3648,7.0376,0.161264,278
3,10,1720,43.2625,8.51448,0.16264,284
1,10,1730,0,0,0.169248,321
2,10,1730,46.0527,8.20402,0.162768,280
3,10,1730,47.158,8.42089,0.16424,279
1,10,1740,0,0,0.169248,321
2,10,1740,46.2349,8.29527,0.160592,280
3,10,1740,43.3142,7.55183,0.162604,284
1,10,1750,0,0,0.169248,321
2,10,1750,46.2334,7.78638,0.16296,280
3,10,1750,39.3509,8.33636,0.162048,285
1,10,1760,0,0,0.169248,321
2,10,1760,40.9377,8.11234,0.162768,285
3,10,1760,43.9057,8.08896,0.162768,284
1,10,1770,0,0,0.169248,321
2,10,1770,44.9845,7.73951,0.163952,283
3,10,1770,43.615,8.56092,0.162704,284
1,10,1780,0,0,0.169248,321
2,10,1780,41.0339,7.76108,0.162346,285
3,10,1780,44.9544,8.30923,0.161712,281
1,10,1790,0,0,0.169248,321
2,10,1790,42.4961,8.24055,0.16224,284
3,10,1790,44.9332,8.30461,0.162176,281
1,10,1800,0,0,0.169248,321
2,10,1800,45.0596,7.99463,0.160528,280
3,10,1800,41.1148,8.06528,0.164944,286
1,10,1810,0,0,0.169248,321
2,10,1810,42.7108,8.53595,0.16408,285
3,10,1810,41.0266,8.29852,0.163216,284
1,10,1820,0,0,0.169248,321
2,10,1820,41.2658,7.44914,0.163296,286
3,10,1820,43.7883,7.77332,0.165104,284
1,10,1830,0,0,0.169248,321
2,10,1830,38.3216,7.86901,0.16112,285
3,10,1830,41.2869,8.33281,0.163416,285
1,10,1840,0,0,0.169248,321
2,10,1840,44.0783,8.79153,0.162768,283
3,10,1840,39.6796,7.94794,0.163296,287
1,10,1850,0,0,0.169248,321
2,10,1850,42.8778,7.7557,0.164544,285
3,10,1850,42.7363,8.35395,0.163296,283
1,10,1860,0,0,0.169248,321
2,10,1860,42.8442,7.62361,0.163952,285
3,10,1860,42.7747,8.5343,0.164416,285
1,10,1870,0,0,0.169248,321
2,10,1870,42.9448,8.23094,0.161776,282
3,10,1870,38.4541,8.7553,0.165432,288
1,10,1880,0,0,0.169248,321
2,10,1880,45.6899,8.71415,0.162832,281
3,10,1880,42.8365,8.41961,0.16408,285
1,10,1890,0,0,0.169248,321
2,10,1890,44.4625,8.76841,0.163488,281
3,10,1890,43.0062,8.0676,0.163888,283
1,10,1900,0,0,0.169248,321
2,10,1900,44.4656,8.9682,0.164016,284
3,10,1900,39.9283,8.20082,0.164352,287
1,10,1910,0,0,0.169248,321
2,10,1910,41.704,8.3707,0.163808,283
3,10,1910,34.9035,8.91937,0.16312,288
1,10,1920,0,0,0.169248,321
2,10,1920,40.2287,8.66612,0.16512,287
3,10,1920,39.9741,8.71174,0.163248,285
1,10,1930,0,0,0.169248,321
2,10,1930,43.1213,8.1187,0.163424,284
3,10,1930,37.0094,8.47951,0.165078,289
1,10,1940,0,0,0.169248,321
2,10,1940,41.8303,7.6634,0.163952,285
3,10,1940,38.5483,7.71187,0.16448,288
1,10,1950,0,0,0.169248,321
2,10,1950,35.6382,7.9499,0.163744,290
3,10,1950,42.9053,8.50426,0.1630104,285
1,10,1960,0,0,0.169248,321
2,10,1960,38.8997,8.53422,0.164544,288
3,10,1960,38.6814,8.81014,0.16264,286
1,10,1970,0,0,0.169248,321
2,10,1970,41.9261,8.48054,0.162896,283
3,10,1970,37.1469,8.53425,0.16606,289
1,10,1980,0,0,0.169248,321
2,10,1980,37.3416,8.43616,0.16458,288
3,10,1980,40.4137,9.26263,0.165542,287
1,10,1990,0,0,0.169248,321
2,10,1990,35.6559,7.61478,0.164104,288
3,10,1990,43.2664,8.41695,0.165856,285
1,10,2000,0,0,0.169248,321
2,10,2000,39.0251,8.200565,0.165392,287
3,10,2000,38.7522,8.30543,0.16312,286
1,12,900,102.703,0,0.186816,322
2,12,900,66.7138,2.44717,0.097456,252
3,12,900,63.6902,2.82204,0.09952,256
1,12,910,102.875,0,0.207168,323
2,12,910,64.9387,2.35378,0.09416,253
3,12,910,64.5257,3.43062,0.10176,253
1,12,920,103.046,0,0.207168,323
2,12,920,65.1339,3.4189,0.094032,252
3,12,920,67.2245,3.09258,0.102816,249
1,12,930,103.217,0,0.187008,322
2,12,930,64.2391,3.105,0.09736,255
3,12,930,64.2649,3.4223,0.10288,256
1,12,940,103.386,0,0.185824,322
2,12,940,63.6816,2.3776,0.096848,257
3,12,940,61.6483,2.56975,0.102816,261
1,12,950,103.554,0,0.186416,323
2,12,950,61.1142,3.35677,0.099344,261
3,12,950,60.6026,2.82688,0.105184,263
1,12,960,103.72,0,0.187008,322
2,12,960,62.3234,2.9728,0.099936,258
3,12,960,61.1107,3.08781,0.105056,262
1,12,970,103.886,0,0.1876,322
2,12,970,58.8315,2.7007,0.101648,264
3,12,970,56.7555,2.9928,0.100448,268
1,12,980,0,0,0.165664,321
2,12,980,60.1874,3.82518,0.10416,263
3,12,980,60.9596,3.30168,0.10768,261
1,12,990,0,0,0.165728,321
2,12,990,59.1045,2.97417,0.10456,268
3,12,990,56.9303,3.29312,0.1032,267
1,12,1000,0,0,0.166176,321
2,12,1000,55.7638,2.59719,0.102976,269
3,12,1000,58.3953,3.71052,0.104064,265
1,12,1010,0,0,0.165664,321
2,12,1010,56.3825,3.67498,0.110336,268
3,12,1010,56.9871,3.30425,0.107808,265
1,12,1020,0,0,0.167824,321
2,12,1020,59.4052,3.68358,0.113232,263
3,12,1020,56.3399,3.75644,0.11064,266
1,12,1030,0,0,0.166112,321
2,12,1030,54.2964,3.35817,0.105328,267
3,12,1030,54.9604,3.45118,0.109328,268
1,12,1040,0,0,0.16664,321
2,12,1040,55.172,3.69574,0.107376,268
3,12,1040,54.2807,3.932,0.111296,267
1,12,1050,0,0,0.166176,321
2,12,1050,55.2002,3.18139,0.106256,268
3,12,1050,55.0885,3.52327,0.112416,268
1,12,1060,0,0,0.167152,321
2,12,1060,51.2034,4.17056,0.114944,273
3,12,1060,51.7953,2.90231,0.110176,270
1,12,1070,0,0,0.167152,321
2,12,1070,53.8094,4.46367,0.11224,270
3,12,1070,53.7339,4.13275,0.1136,270
1,12,1080,0,0,0.167152,321
2,12,1080,52.984,4.57865,0.117648,269
3,12,1080,54.4744,3.55185,0.113008,267
1,12,1090,0,0,0.167296,321
2,12,1090,55.5941,3.25181,0.111056,266
3,12,1090,53.9106,4.67922,0.119392,270
1,12,1100,0,0,0.167296,321
2,12,1100,50.5611,4.22384,0.11952,272
3,12,1100,52.9972,4.52442,0.118992,269
1,12,1110,0,0,0.167296,321
2,12,1110,50.5611,4.22384,0.11952,272
3,12,1110,52.9972,4.52442,0.118992,269
1,12,1120,0,0,0.169248,321
2,12,1120,53.5296,3.74346,0.11456,269
3,12,1120,50.5153,3.99633,0.120176,272
1,12,1130,0,0,0.168272,321
2,12,1130,51.7684,3.57776,0.12224,271
3,12,1130,52.4937,4.67509,0.119456,272
1,12,1140,0,0,0.169248,321
2,12,1140,50.9403,3.87874,0.12248,272
3,12,1140,54.2069,4.27149,0.124912,268
1,12,1150,0,0,0.169248,321
2,12,1150,50.9403,3.87874,0.12248,272
3,12,1150,54.2069,4.27149,0.124912,268
1,12,1160,0,0,0.169248,321
2,12,1160,50.1553,4.6182,0.1284,273
3,12,1160,52.7915,4.61801,0.1284,270
1,12,1170,0,0,0.169248,321
2,12,1170,52.7712,5.00808,0.133808,270
3,12,1170,52.7621,4.43571,0.133792,270
1,12,1180,0,0,0.169248,321
2,12,1180,50.2876,5.20105,0.127232,273
3,12,1180,54.4613,5.28273,0.132678,268
1,12,1190,0,0,0.169248,321
2,12,1190,51.4791,4.80113,0.133088,274
3,12,1190,51.1242,4.51968,0.130832,272
1,12,1200,0,0,0.169248,321
2,12,1200,48.4584,5.02403,0.136624,275
3,12,1200,52.904,5.37096,0.133792,270
1,12,1210,0,0,0.169248,321
2,12,1210,50.5799,4.85937,0.136032,273
3,12,1210,53.1197,5.21185,0.137344,270
1,12,1220,0,0,0.169248,321
2,12,1220,50.5799,4.85937,0.136032,273
3,12,1220,53.1997,5.21185,0.13736,270
1,12,1230,0,0,0.169248,321
2,12,1230,47.6333,5.29961,0.143728,276
3,12,1230,51.4863,6.01285,0.140304,272
1,12,1240,0,0,0.169248,321
2,12,1240,47.7153,5.62013,0.143152,276
3,12,1240,49.4557,5.60206,0.139776,274
1,12,1250,0,0,0.169248,321
2,12,1250,47.7068,6.29976,0.144976,276
3,12,1250,51.5702,5.84149,0.14208,272
1,12,1260,0,0,0.169248,321
2,12,1260,45.5523,5.82889,0.143664,278
3,12,1260,51.4784,5.23627,0.142144,272
1,12,1270,0,0,0.169248,321
2,12,1270,45.5079,6.30929,0.144256,278
3,12,1270,49.7254,6.16687,0.142144,274
1,12,1280,0,0,0.169248,321
2,12,1280,47.885,6.59057,0.147872,276
3,12,1280,50.7731,6.03479,0.147408,273
1,12,1290,0,0,0.169248,321
2,12,1290,48.8224,6.92371,0.152016,275
3,12,1290,49.872,6.10866,0.149776,274
1,12,1300,0,0,0.169248,321
2,12,1300,46.8006,6.75172,0.149648,277
3,12,1300,47.8117,7.13103,0.151552,276
1,12,1310,0,0,0.169248,321
2,12,1310,47.9386,7.7423,0.156752,276
3,12,1310,47.7239,6.92773,0.154448,276
1,12,1320,0,0,0.169248,321
2,12,1320,48.0536,7.14414,0.156224,276
3,12,1320,47.9441,6.94768,0.157792,276
1,12,1330,0,0,0.169248,321
2,12,1330,46.9269,6.57027,0.154384,277
3,12,1330,46.7815,6.72547,0.155488,277
1,12,1340,0,0,0.169248,321
2,12,1340,48.1784,6.60842,0.1532,276
3,12,1340,49.1091,7.04358,0.164976,275
1,12,1350,0,0,0.169248,321
2,12,1350,49.227,6.94443,0.156224,275
3,12,1350,45.841,7.83747,0.155424,278
1,12,1360,0,0,0.169248,321
2,12,1360,46.0927,7.6978,0.155488,277
3,12,1360,47.17,6.75165,0.154976,277
1,12,1370,0,0,0.169248,321
2,12,1370,47.4043,7.91995,0.157344,277
3,12,1370,49.3414,7.48424,0.157856,275
1,12,1380,0,0,0.169248,321
2,12,1380,46.2319,8.2804,0.157029,278
3,12,1380,48.2435,6.49279,0.156053,276
1,12,1390,0,0,0.169248,321
2,12,1390,48.6155,7.2751,0.157068,276
3,12,1390,46.1724,7.68849,0.156736,278
1,12,1400,0,0,0.169248,321
2,12,1400,47.5293,8.30153,0.157136,277
3,12,1400,48.4087,7.74281,0.157328,276
1,12,1410,0,0,0.169248,321
2,12,1410,45.2171,8.17243,0.158,279
3,12,1410,47.447,7.7284,0.1584676,277
1,12,1420,0,0,0.169248,321
2,12,1420,48.6908,8.09851,0.15688,276
3,12,1420,47.4899,7.18185,0.157792,277
1,12,1430,0,0,0.169248,321
2,12,1430,46.6016,7.56187,0.157265,278
3,12,1430,46.3849,7.18123,0.157265,278
1,12,1440,0,0,0.169248,321
2,12,1440,46.6199,7.98968,0.15839,278
3,12,1440,46.5292,7.14078,0.159552,278
1,12,1450,0,0,0.169248,321
2,12,1450,46.6948,7.60363,0.15904,278
3,12,1450,45.3764,8.2152,0.160752,279
1,12,1460,0,0,0.169248,321
2,12,1460,43.075,7.29597,0.157272,281
3,12,1460,47.7445,7.61141,0.158512,277
1,12,1470,0,0,0.169248,321
2,12,1470,44.4241,7.2395,0.158912,280
3,12,1470,47.7918,7.7491,0.158064,277
1,12,1480,0,0,0.169248,321
2,12,1480,45.6966,7.57932,0.159184,279
3,12,1480,46.7892,7.43509,0.159648,278
1,12,1490,0,0,0.169248,321
2,12,1490,43.4376,7.73329,0.159184,281
3,12,1490,45.6907,7.85257,0.16016,277
1,12,1500,0,0,0.169248,321
2,12,1500,44.6261,7.18279,0.159488,280
3,12,1500,46.9889,8.49388,0.160096,278
1,12,1510,0,0,0.169248,321
2,12,1510,48.2094,8.033,0.159936,277
3,12,1510,45.7822,7.49665,0.159568,279
1,12,1520,0,0,0.169248,321
2,12,1520,46.0809,7.8029,0.160224,279
3,12,1520,47.0002,7.76884,0.160608,278
1,12,1530,0,0,0.169248,321
2,12,1530,47.2689,7.85712,0.161184,278
3,12,1530,45.9121,7.44138,0.160544,279
1,12,1540,0,0,0.169248,321
2,12,1540,46.157,7.68073,0.159936,279
3,12,1540,47.1428,7.83673,0.160016,278
1,12,1550,0,0,0.169248,321
2,12,1550,46.1045,7.9087,0.159632,279
3,12,1550,44.7959,8.35805,0.1604,280
1,12,1560,0,0,0.169248,321
2,12,1560,47.3616,8.31955,0.160672,278
3,12,1560,43.5866,8.43359,0.160624,281
1,12,1570,0,0,0.169248,321
2,12,1570,45.0887,8.22698,0.160672,279
3,12,1570,45.0034,7.75084,0.161728,280
1,12,1580,0,0,0.169248,321
2,12,1580,42.6959,7.50115,0.16008,281
3,12,1580,46.3115,8.48813,0.161584,279
1,12,1590,0,0,0,0
2,12,1590,44.0189,7.57299,0.161264,280
3,12,1590,46.3839,6.92042,0.161136,279
1,12,1600,0,0,0.169248,321
2,12,1600,45.221,8.31221,0.16224,280
3,12,1600,46.323,8.30326,0.161872,279
1,12,1610,0,0,0.169248,321
2,12,1610,44.0601,7.97735,0.161712,281
3,12,1610,45.1142,7.19827,0.161728,280
1,12,1620,0,0,0,0
2,12,1620,46.6354,7.5389,0.161728,279
3,12,1620,45.2468,8.18511,0.16224,280
1,12,1630,0,0,0,321
2,12,1630,48.9827,8.14398,0.16224,277
3,12,1630,45.3064,7.64794,0.160992,280
1,12,1640,0,0,0,321
2,12,1640,46.736,7.65085,0.160672,279
3,12,1640,44.1768,8.30285,0.163824,283
1,12,1650,0,0,0,0
2,12,1650,41.6834,8.79715,0.163376,284
3,12,1650,45.4865,8.83334,0.161328,280
1,12,1660,0,0,0,0
2,12,1660,43.0997,7.7184,0.163504,283
3,12,1660,46.7646,8.2956,0.161264,279
1,12,1670,0,0,0,0
2,12,1670,44.449,8.07767,0.162768,281
3,12,1670,41.6799,8.27319,0.162976,283
1,12,1680,0,0,0,0
2,12,1680,44.4253,7.29927,0.160064,280
3,12,1680,41.8218,8.26405,0.163232,285
1,12,1690,0,0,0,0
2,12,1690,43.2826,9.05349,0.162768,283
3,12,1690,44.4921,7.89432,0.163952,281
1,12,1700,0,0,0,0
2,12,1700,43.2826,9.05349,0.162768,283
3,12,1700,44.4921,7.89432,0.163952,281
1,12,1710,0,0,0,0
2,12,1710,43.4152,7.94973,0.163296,284
3,12,1710,45.558,7.66754,0.163296,282
1,12,1720,0,0,0,0
2,12,1720,48.3648,7.19201,0.161856,278
3,12,1720,43.2625,8.6658,0.16376,284
1,12,1730,0,0,0,0
2,12,1730,46.0527,8.30669,0.16336,280
3,12,1730,47.158,8.68039,0.163952,280
1,12,1740,0,0,0,0
2,12,1740,44.8947,8.17932,0.161712,281
3,12,1740,44.8121,8.05315,0.163888,283
1,12,1750,0,0,0.169248,321
2,12,1750,44.9493,8.17979,0.162304,281
3,12,1750,41.9764,8.26049,0.164416,285
1,12,1760,0,0,0.169248,321
2,12,1760,37.9192,8.19798,0.163296,287
3,12,1760,44.6849,8.51343,0.163952,283
1,12,1770,0,0,0.169248,321
2,12,1770,46.2963,7.67469,0.163952,282
3,12,1770,46.1179,8.69819,0.163888,282
1,12,1780,0,0,0.169248,321
2,12,1780,39.5704,7.96526,0.163296,286
3,12,1780,46.0755,8.38333,0.16224,280
1,12,1790,0,0,0.169248,321
2,12,1790,43.8735,8.38461,0.162832,283
3,12,1790,43.6039,8.47432,0.164352,284
1,12,1800,0,0,0.169248,321
2,12,1800,39.688,8.74355,0.162848,285
3,12,1800,43.473,8.54447,0.164672,284
1,12,1810,0,0,0.169248,321
2,12,1810,42.5648,8.37423,0.16448,285
3,12,1810,42.4667,8.38429,0.162768,283
1,12,1820,0,0,0.169248,321
2,12,1820,41.1207,7.63722,0.163952,285
3,12,1820,39.6618,8.60304,0.163824,287
1,12,1830,0,0,0.169248,321
2,12,1830,39.8999,8.067,0.16224,284
3,12,1830,42.5169,8.53297,0.1656,285
1,12,1840,0,0,0.169248,321
2,12,1840,42.8303,9.01619,0.164544,284
3,12,1840,39.581,8.42647,0.164416,287
1,12,1850,0,0,0.169248,321
2,12,1850,42.8303,9.01619,0.164544,284
3,12,1850,39.581,8.42647,0.164416,287
1,12,1860,0,0,0.169248,321
2,12,1860,42.922,8.28663,0.164016,283
3,12,1860,43.9982,8.016,0.164352,283
1,12,1870,0,0,0.169248,321
2,12,1870,38.4363,8.6814,0.165136,287
3,12,1870,42.5848,7.86189,0.164944,285
1,12,1880,0,0,0.169248,321
2,12,1880,44.3858,8.86535,0.121668,282
3,12,1880,44.137,8.58957,0.1656,284
1,12,1890,0,0,0.169248,321
2,12,1890,40.0438,7.96062,0.163896,286
3,12,1890,42.7267,7.60506,0.165072,285
1,12,1900,0,0,0.169248,321
2,12,1900,44.5656,9.0024,0.164608,284
3,12,1900,39.9283,8.2443,0.164352,287
1,12,1910,0,0,0.169248,321
2,12,1910,41.704,8.37328,0.163808,283
3,12,1910,34.9635,8.97534,0.163712,288
1,12,1920,0,0,0.169248,321
2,12,1920,41.7587,8.68198,0.166976,286
3,12,1920,41.4739,8.88194,0.164362,284
1,12,1930,0,0,0.169248,321
2,12,1930,41.7601,8.41804,0.165072,285
3,12,1930,37.0094,8.57456,0.1656,289
1,12,1940,0,0,0.169248,321
2,12,1940,40.2975,9.02924,0.1662112,286
3,12,1940,41.5416,8.44368,0.165008,286
1,12,1950,0,0,0.169248,321
2,12,1950,41.1218,7.65976,0.165072,286
3,12,1950,40.2079,8.99192,0.164944,287
1,12,1960,0,0,0.169248,321
2,12,1960,41.8218,7.65976,0.165072,286
3,12,1960,40.2079,8.99192,0.164944,287
1,12,1970,0,0,0.169248,321
2,12,1970,37.4332,8.28541,0.164544,288
3,12,1970,41.8282,9.17092,0.165536,286
1,12,1980,0,0,0.169248,321
2,12,1980,37.3416,8.45185,0.1652,288
3,12,1980,40.4137,9.22828,0.166592,287
1,12,1990,0,0,0.169248,321
2,12,1990,40.6605,8.71835,0.1642912,286
3,12,1990,38.9327,7.96804,0.165536,288
1,12,2000,0,0,0.169248,321
2,12,2000,39.0251,8.23302,0.165392,287
3,12,2000,38.7522,8.51596,0.16424,286
